Word	Joy	Anger	Sadness	Fear	Disgust
gunpoint	1.177399993	2.602699995	3.071000099	3.742599964	2.17689991
gunpowder	1.968400002	1.682899952	1.661499977	1.998700023	1.555299997
gunshot	1.166900039	2.816099882	2.68479991	2.799799919	2.351200104
gunslinger	1.673699975	1.915199995	1.694100022	2.637599945	1.618899941
gurney	1.222800016	2.055000067	2.891200066	2.183099985	1.728600025
guru	2.094799995	1.297199965	1.240100026	1.297600031	1.255599976
gush	2.011399984	1.714900017	1.64139998	2.036099911	1.594599962
gusher	1.688500047	1.795099974	1.832700014	2.326299906	1.653699994
gust	1.717100024	1.663400054	1.709300041	1.890799999	1.556399941
gusto	2.309400082	1.388900042	1.297099948	1.415300012	1.303799987
gut	1.408300042	1.533499956	1.242200017	1.296000004	2.395400047
gutless	1.516299963	1.866000056	1.890400052	2.274499893	1.835999966
gutsy	2.061800003	1.775300026	1.537700057	2.020699978	1.582000017
gutter	1.453999996	1.672899961	1.624300003	1.596600056	1.950500011
guy	3.23300004	1.326099992	1.366299987	1.394999981	1.269600034
guzzler	1.510400057	2.169699907	1.9375	2.503799915	2.018599987
gym	2.448499918	1.483299971	1.363000035	1.607300043	1.356299996
gymnasium	3.008100033	1.299600005	1.337299943	1.356999993	1.255399942
gymnast	1.863600016	1.503900051	1.366799951	1.562100053	1.394099951
gymnastics	2.011800051	1.505100012	1.431200027	1.605999947	1.397099972
gynecologist	1.281299949	2.127500057	1.764799953	1.694300056	2.887000084
habit	1.841699958	1.506999969	1.36590004	1.558899999	1.395300031
habitat	2.273799896	1.227499962	1.234899998	1.250699997	1.220499992
habitual	1.473199964	1.386700034	1.315199971	1.277799964	1.755300045
hacienda	2.607300043	1.243700027	1.273000002	1.266600013	1.23029995
hack	1.455899954	2.187000036	1.971500039	2.71690011	2.044800043
hacker	1.654899955	1.801499963	1.81280005	2.512399912	1.630100012
hacksaw	1.354699969	2.203200102	1.868000031	1.866099954	2.273699999
hag	1.147799969	2.390100002	3.077300072	2.694099903	2.746900082
haggle	1.653399944	1.478000045	1.492799997	1.50940001	1.422500014
haiku	2.452199936	1.311499953	1.283900023	1.312100053	1.267799973
hail	1.656100035	1.495100021	1.518300056	1.538800001	1.430299997
hair	2.461100101	1.268000007	1.227499962	1.283100009	1.225200057
hairball	1.176900029	2.301700115	2.173099995	2.112400055	3.11619997
hairbrush	2.71269989	1.359799981	1.318699956	1.386100054	1.287899971
haircut	2.762900114	1.230000019	1.233100057	1.255900025	1.20480001
hairdo	1.914800048	1.411000013	1.317499995	1.433599949	1.330800056
hairdresser	2.388600111	1.33220005	1.355900049	1.387400031	1.294399977
hairdryer	1.702000022	1.224300027	1.194399953	1.227499962	1.223399997
hairless	1.50150001	2.31159997	1.875200033	2.28399992	2.070600033
hairline	1.567600012	1.528800011	1.726799965	1.495200038	1.363899946
hairpin	1.640400052	1.343299985	1.307299972	1.337000012	1.322999954
hairspray	1.604400039	1.231600046	1.176100016	1.216300011	1.269099951
hairstyle	2.582499981	1.221300006	1.232900023	1.246600032	1.208299994
hairy	1.396700025	1.499199986	1.255300045	1.280900002	2.402400017
half dollar	3.033299923	1.283300042	1.30309999	1.308899999	1.242900014
halfback	1.616700053	1.286900043	1.26789999	1.279399991	1.290300012
halftime	1.750800014	1.331599951	1.325700045	1.347800016	1.316300035
halibut	2.531800032	1.258900046	1.297000051	1.307100058	1.235900044
hall	2.489500046	1.253299952	1.365399957	1.29519999	1.139400005
hallmark	1.869300008	1.231999993	1.211099982	1.243100047	1.228600025
hallowed	1.991299987	1.285300016	1.294100046	1.306800008	1.2773
hallucination	1.42110002	2.096899986	1.970399976	2.719199896	1.637899995
hallway	1.56099999	1.343799949	1.374300003	1.308599949	1.406800032
halo	3.469500065	1.192899942	1.264199972	1.247200012	1.161999941
halt	1.572399974	1.789600015	1.772099972	2.048300028	1.720399976
halter	1.491400003	1.392500043	1.366899967	1.301300049	1.653499961
ham	1.566200018	1.425600052	1.199599981	1.349699974	1.657099962
hamburger	3.535700083	1.239400029	1.306399941	1.302600026	1.198300004
hammer	1.823500037	1.530400038	1.379899979	1.592100024	1.415099978
hammerhead	1.625200033	1.733399987	1.82249999	2.140899897	1.591599941
hammock	3.733799934	1.174200058	1.267099977	1.23239994	1.141499996
hamper	1.639400005	1.283599973	1.268100023	1.281399965	1.286200047
hamster	2.691999912	1.324399948	1.320600033	1.332299948	1.277500033
hand	2.671900034	1.325000048	1.309599996	1.326599956	1.274500012
handbag	1.573400021	1.360900044	1.232499957	1.324599981	1.526800036
handball	1.820199966	1.265599966	1.25849998	1.277199984	1.265400052
handbook	1.687600017	1.270099998	1.242900014	1.267199993	1.269600034
handcuff	1.271399975	2.423199892	2.332099915	2.598799944	2.14380002
handful	1.884699941	1.319499969	1.275500059	1.323699951	1.287400007
handgun	1.806300044	2.021100044	1.669800043	2.797600031	1.625499964
handheld	2.896800041	1.233500004	1.258000016	1.255699992	1.213500023
handicap	1.149099946	2.151799917	2.865799904	2.190900087	2.242000103
handicapped	1.187700033	2.262300014	2.676300049	2.213500023	1.965499997
handiwork	3.224100113	1.210199952	1.254999995	1.250499964	1.181900024
handkerchief	2.485500097	1.231699944	1.261700034	1.264199972	1.220800042
handle	2.101099968	1.261600018	1.245100021	1.26789999	1.25030005
handler	1.611199975	1.351999998	1.330199957	1.341699958	1.341199994
handmade	3.721299887	1.197199941	1.270699978	1.244600058	1.165699959
handout	1.400500059	1.647500038	1.442299962	1.437600017	2.334100008
handprint	2.332000017	1.374799967	1.343299985	1.413800001	1.313199997
handshake	2.868599892	1.348999977	1.287400007	1.378499985	1.264600039
handsome	3.606300116	1.215199947	1.271399975	1.281800032	1.176100016
handwriting	1.764899969	1.212599993	1.170300007	1.221600056	1.20570004
handy	2.760999918	1.241299987	1.254799962	1.259500027	1.220199943
handyman	2.970400095	1.298799992	1.294100046	1.312299967	1.246000051
hang	1.208400011	2.490099907	2.036099911	2.0079	3.003999949
hangar	1.620599985	1.3046	1.274799943	1.29550004	1.300600052
hanger	1.550199986	1.349400043	1.383399963	1.309100032	1.41929996
hangman	1.371999979	2.510200024	1.975700021	2.434499979	2.161999941
hangout	3.087300062	1.378600001	1.327000022	1.457499981	1.276100039
hangover	1.135100007	2.877599955	2.731899977	2.863899946	2.84010005
hankering	2.154799938	1.376899958	1.389500022	1.433300018	1.331200004
hanky	1.655300021	1.299999952	1.263499975	1.295600057	1.289600015
haphazard	1.230399966	2.384900093	2.271399975	2.353300095	2.328200102
hapless	1.32190001	2.083499908	1.828600049	1.75150001	2.527199984
happen	1.891499996	1.269799948	1.260699987	1.277199984	1.26849997
happiness	4.42840004	1.275699973	1.326400042	1.385699987	1.191599965
happy	4.374199867	1.253100038	1.310799956	1.35710001	1.178599954
harass	1.199300051	2.80189991	2.671000004	3.01880002	2.240700006
harassment	1.154800057	2.50909996	2.773299932	2.676000118	3.005700111
harbor	2.461299896	1.230800033	1.253299952	1.2579	1.221400023
hard	1.516499996	1.867200017	1.617699981	1.778399944	1.853700042
hardball	1.802800059	1.619300008	1.358800054	1.662500024	1.547299981
hardcore	1.679200053	2.494400024	1.908599973	2.661499977	1.86500001
harden	1.500200033	1.34800005	1.188899994	1.257300019	1.756000042
hardened	1.562399983	1.566499949	1.405799985	1.520900011	1.648900032
hardheaded	1.287400007	2.256999969	2.129300117	2.053900003	2.336100101
hardship	1.184900045	2.641900063	2.672499895	2.62229991	2.34920001
hardware	2.840199947	1.335800052	1.354699969	1.396000028	1.282799959
hardwood	2.003200054	1.291100025	1.245700002	1.291399956	1.261299968
hardworking	2.95510006	1.257699966	1.243399978	1.281900048	1.208699942
hare	3.5072999	1.178799987	1.258900046	1.236600041	1.147400022
harebrained	1.422999978	1.972200036	1.824100018	1.872200012	2.012099981
harem	1.501399994	1.752400041	1.750499964	1.775900006	1.72510004
hark	1.543400049	1.376899958	1.415599942	1.32889998	1.448699951
harlot	1.67990005	1.898399949	1.77820003	2.514300108	1.699499965
harm	1.139299989	2.80340004	3.119699955	2.955800056	2.690999985
harmful	1.177800059	2.473999977	2.698299885	2.5079	2.965600014
harmless	3.410099983	1.209100008	1.264799953	1.254500031	1.177700043
harmonica	3.073699951	1.210000038	1.253299952	1.249600053	1.185199976
harmonious	3.948800087	1.192399979	1.27489996	1.248100042	1.161999941
harmony	3.887399912	1.199399948	1.284100056	1.273100019	1.15989995
harness	1.581500053	1.556399941	1.569800019	1.563300014	1.499500036
harp	1.714100003	1.254899979	1.219499946	1.25059998	1.252400041
harpoon	1.482300043	1.904999971	1.296800017	1.458099961	2.217799902
harrowing	1.620300055	1.617900014	1.816100001	1.787099957	1.473899961
harsh	1.211300015	2.818900108	2.400899887	2.950500011	2.237200022
harvest	3.296900034	1.22420001	1.264500022	1.26030004	1.194599986
hash	1.398900032	2.066299915	1.716699958	1.726199985	2.214099884
hassle	1.283100009	1.998999953	1.477499962	1.442600012	3.261600018
haste	1.460100055	1.982499957	1.583299994	1.672700047	2.049700022
hasten	1.627200007	1.3829	1.338199973	1.373900056	1.34920001
hasty	1.422700047	2.442800045	1.985999942	2.527899981	2.139300108
hat	1.825500011	1.224699974	1.199300051	1.236600041	1.220900059
hatch	1.860000014	1.65989995	1.562700033	1.869500041	1.530699968
hatchet	1.529199958	2.120699883	1.91989994	2.487400055	1.979599953
hate	1.11500001	3.103100061	2.945899963	2.875	2.856699944
hateful	1.123399973	2.870199919	2.931099892	2.76880002	3.006799936
hater	1.221500039	2.270299911	1.647300005	1.570600033	3.444299936
hatred	1.151600003	2.528100014	2.812999964	2.706399918	3.010400057
haughty	1.4727	1.820600033	1.52489996	1.606899977	2.002199888
haul	1.593000054	1.289000034	1.263800025	1.274500012	1.292600036
haunt	1.373700023	2.32069993	2.024499893	2.356600046	2.236900091
have	2.440700054	1.251799941	1.266199946	1.265100002	1.243700027
haven	2.278300047	1.200299978	1.186200023	1.23300004	1.187700033
havoc	1.437700033	2.183500051	1.980100036	2.710799932	2.058900118
haw	1.54610002	1.49000001	1.51639998	1.445500016	1.593400002
hawk	3.132699966	1.33949995	1.362200022	1.406399965	1.277400017
hay	1.776100039	1.253499985	1.2852	1.270200014	1.211500049
hayride	3.169100046	1.247400045	1.254699945	1.276800036	1.202399969
haystack	2.659699917	1.264199972	1.295600057	1.282999992	1.247900009
haywire	1.561200023	1.73210001	2.105400085	2.408499956	1.341799974
hazard	1.162700057	2.826499939	2.596400023	2.857500076	2.369100094
hazardous	1.174299955	2.575299978	2.566099882	2.531899929	2.866699934
haze	1.657899976	1.523300052	1.572600007	1.596199989	1.444900036
hazmat	1.269099951	2.67930007	2.226200104	2.936500072	2.252000093
hazy	1.44599998	1.695700049	2.063199997	1.569900036	1.646100044
head	2.553999901	1.385599971	1.353199959	1.437100053	1.309999943
headache	1.182500005	2.341300011	2.479899883	2.238899946	3.040199995
headband	1.638499975	1.27699995	1.247599959	1.269899964	1.277400017
header	1.714599967	1.274700046	1.257300019	1.277699947	1.275200009
headless	1.181800008	2.678200006	2.652100086	2.660900116	2.323199987
headlight	1.942600012	1.563899994	1.379099965	1.653699994	1.432000041
headline	1.759299994	1.601699948	1.764500022	1.851500034	1.470900059
headliner	2.532799959	1.335100055	1.354799986	1.38259995	1.294100046
headlock	1.292600036	2.257200003	2.125499964	2.062400103	2.292299986
headmaster	1.595999956	1.298900008	1.256600022	1.282199979	1.320000052
headphones	3.032900095	1.191200018	1.229500055	1.23969996	1.165899992
headquarter	1.663699985	1.348199964	1.302600026	1.344900012	1.318500042
headquarters	1.618299961	1.35860002	1.246600032	1.34010005	1.40929997
headset	1.855399966	1.369400024	1.302600026	1.373000026	1.31190002
headstone	1.133700013	2.30340004	3.033699989	2.520100117	2.519500017
headstrong	1.771999955	2.479700089	1.512400031	2.044100046	1.738199949
headway	1.688599944	1.345100045	1.274199963	1.341400027	1.30219996
heady	1.622200012	1.324100018	1.301900029	1.315799952	1.318500042
heal	3.817600012	1.200399995	1.283699989	1.261000037	1.166700006
healer	3.805999994	1.18599999	1.274600029	1.24119997	1.156999946
healing	4.01970005	1.173099995	1.275400043	1.23360002	1.142500043
health	3.595299959	1.197399974	1.266000032	1.246399999	1.165400028
healthcare	1.669199944	1.745200038	1.866899967	2.283299923	1.571400046
healthy	3.997900009	1.198799968	1.283100009	1.248800039	1.168799996
heap	1.505100012	1.368199944	1.302899957	1.28579998	1.638200045
hear	3.14380002	1.219499946	1.245700002	1.254299998	1.192199945
hearsay	1.328999996	2.26880002	2.0704	2.116400003	2.247600079
hearse	1.159700036	2.233700037	2.854599953	2.280600071	1.979500055
heart	3.540400028	1.306399941	1.350200057	1.380499959	1.244500041
heart disease	1.147400022	2.836600065	3.119400024	2.963399887	2.516599894
heartache	1.254899979	2.494199991	2.460999966	2.657200098	2.129199982
heartbeat	2.866100073	1.364199996	1.490200043	1.512199998	1.299200058
heartbreak	1.172700047	2.800199986	2.85619998	2.828399897	2.386100054
heartbreaker	1.361299992	2.129100084	1.681599975	1.676499963	2.505300045
heartbreaking	1.192700028	2.569099903	2.618000031	2.546499968	2.309600115
heartbroken	1.115800023	3.012500048	3.166699886	3.328700066	2.558700085
heartburn	1.203400016	2.212899923	1.993499994	1.885100007	3.147900105
hearted	2.623399973	1.379799962	1.277899981	1.40320003	1.278900027
heartfelt	3.41989994	1.215199947	1.269099951	1.261399984	1.184200048
hearth	2.699599981	1.27670002	1.316300035	1.319100022	1.25
heartland	2.755899906	1.359899998	1.328199983	1.393300056	1.288200021
heartless	1.258700013	2.482500076	1.616899967	1.61469996	3.137399912
hearty	3.781399965	1.193500042	1.271499991	1.243299961	1.162199974
heat	1.69749999	2.38470006	1.643100023	2.195600033	1.775500059
heater	3.417599916	1.210399985	1.288800001	1.261899948	1.179999948
heathen	1.317899942	2.173799992	2.051300049	1.9921	2.280400038
heating	2.402100086	1.264400005	1.267500043	1.274000049	1.250399947
heave	1.45599997	1.730599999	1.620000005	1.637599945	1.974400043
heaven	3.862699986	1.187299967	1.274799943	1.245800018	1.156800032
heavenly	4.017700195	1.213700056	1.282099962	1.296900034	1.165400028
heavy	1.674100041	1.607200027	1.9102	1.840399981	1.411299944
heavy metal	1.618100047	1.887400031	1.521499991	1.868000031	1.807800055
heavyweight	1.515200019	1.387599945	1.243499994	1.308699965	1.712100029
heck	1.480999947	1.393700004	1.376099944	1.293499947	1.662400007
hectic	1.158800006	2.279599905	2.24180007	2.169100046	3.135900021
hedge	1.636100054	1.278499961	1.243100047	1.269799948	1.276600003
heed	1.603999972	1.780699968	1.591599941	1.858399987	1.65199995
heel	1.591699958	1.692899942	1.394099951	1.591400027	1.728899956
hefty	1.391000032	1.84920001	1.573899984	1.557199955	2.398400068
heifer	1.486700058	1.954599977	1.682000041	1.841699958	1.915400028
height	2.539599895	1.321699977	1.349799991	1.389299989	1.280300021
heightened	3.033799887	1.342800021	1.386299968	1.422099948	1.286200047
heinous	1.153699994	2.621900082	2.683799982	2.71600008	2.749500036
heir	3.132699966	1.263100028	1.305500031	1.304299951	1.230599999
heiress	2.298599958	1.42990005	1.37440002	1.508200049	1.342000008
heirloom	2.945800066	1.371099949	1.289999962	1.421900034	1.26820004
heist	1.54429996	2.165100098	1.892099977	2.869899988	1.788400054
helicopter	2.078700066	2.116499901	1.582299948	2.227600098	1.657999992
helipad	1.596199989	1.954300046	1.315799952	1.535699964	1.923099995
heliport	2.340199947	1.359200001	1.333500028	1.386000037	1.304700017
helium	3.243000031	1.228099942	1.280900002	1.271700025	1.198799968
helix	2.478600025	1.266000032	1.292400002	1.28579998	1.252599955
hell	1.139999986	2.985199928	2.937400103	3.17779994	2.421700001
hellfire	1.173499942	2.51970005	2.670599937	2.650000095	2.678499937
hellhole	1.123100042	3.013400078	3.154000044	3.210500002	2.547800064
hellish	1.230599999	2.34559989	1.812299967	1.733100057	3.233799934
helmet	1.711799979	1.317499995	1.280400038	1.319599986	1.297299981
helmsman	1.639099956	1.272300005	1.255800009	1.269299984	1.27579999
help	3.416399956	1.269299984	1.268900037	1.30340004	1.203999996
helper	3.075900078	1.199800014	1.23119998	1.242200017	1.176399946
helpful	3.863800049	1.200999975	1.278399944	1.246999979	1.170099974
helpless	1.155099988	2.668299913	3.30189991	2.785399914	2.219500065
hem	1.73210001	1.246000051	1.218199968	1.245599985	1.245599985
hematoma	1.213700056	2.465199947	2.528899908	2.436199903	2.173199892
hemisphere	1.720299959	1.276900053	1.261500001	1.281499982	1.27699995
hemlock	1.587000012	1.403599977	1.357300043	1.383299947	1.442100048
hemoglobin	1.795799971	1.276299953	1.27820003	1.298300028	1.271999955
hemorrhage	1.163900018	2.693799973	3.196500063	2.765500069	2.25880003
hemostat	1.621899962	1.562899947	1.62530005	1.64199996	1.478199959
hen	3.042299986	1.232599974	1.280300021	1.265799999	1.209599972
henhouse	1.590800047	1.430199981	1.395699978	1.408300042	1.463700056
hepatitis	1.165799975	2.193700075	2.226799965	1.879999995	3.079299927
herald	1.619500041	1.369199991	1.317899942	1.359400034	1.345100045
herb	3.524699926	1.195899963	1.277099967	1.24969995	1.165199995
herbal	3.02670002	1.273399949	1.317299962	1.319599986	1.239400029
herbs	2.943500042	1.281399965	1.311499953	1.302999973	1.251399994
herd	2.354000092	1.259699941	1.2852	1.286299944	1.248200059
hereditary	1.927999973	1.496399999	1.65199995	1.708500028	1.401499987
heresy	1.595399976	1.793499947	1.808300018	2.19020009	1.698899984
heretic	1.278300047	2.707799911	1.928799987	2.05189991	2.594399929
heritage	3.344700098	1.209599972	1.29369998	1.269199967	1.185400009
hermit	1.44780004	1.487699986	1.072000027	1.222000003	2.316600084
hernia	1.154600024	2.820899963	3.089600086	2.911000013	2.404599905
hero	3.902400017	1.328500032	1.361600041	1.431699991	1.238199949
heroic	3.713399887	1.277500033	1.29550004	1.387199998	1.206900001
heroin	1.169100046	2.41170001	2.736900091	2.595299959	2.656500101
heroine	1.751299977	1.900099993	1.761299968	2.33039999	1.715000033
heroism	3.441200018	1.351400018	1.319100022	1.522699952	1.266700029
herpes	1.093099952	2.887700081	3.403899908	3.137500048	2.893399954
herring	1.597000003	1.326400042	1.308899999	1.311100006	1.324699998
hertz	1.613899946	1.299100041	1.262400031	1.288300037	1.294499993
hesitant	1.370599985	1.398800015	1.237900019	1.191699982	2.355099916
hesitate	1.440000057	1.780300021	1.704200029	1.697600007	2.013299942
hesitation	1.36590004	1.8477	2.257600069	1.840899944	1.812399983
hetero	1.679700017	1.447999954	1.413699985	1.453500032	1.390400052
heterosexual	3.102200031	1.424100041	1.307999969	1.525699973	1.281900048
hex	1.201300025	2.471299887	2.329900026	2.2026999	2.994899988
hiatus	2.317500114	1.288599968	1.307999969	1.305899978	1.275599957
hibernation	2.980499983	1.251199961	1.298400044	1.280900002	1.227900028
hiccup	1.575099945	1.681800008	2.032000065	2.022399902	1.407699943
hick	1.37559998	1.957100034	1.504500031	1.51760006	2.631400108
hickey	1.818799973	1.738399982	1.766100049	2.214299917	1.579900026
hickory	2.713399887	1.222599983	1.264199972	1.261000037	1.205600023
hide	1.635200024	1.362200022	1.350299954	1.357300043	1.34860003
hideaway	2.316999912	1.261100054	1.271199942	1.272699952	1.254899979
hideous	1.175199986	2.565000057	2.391400099	2.538100004	2.345400095
hideout	1.586699963	1.729900002	1.393399954	1.600299954	1.76970005
hierarchy	1.712499976	1.633100033	1.841699958	2.002000093	1.463199973
hieroglyphics	3.072000027	1.244300008	1.30250001	1.291900039	1.214300036
high	2.538500071	1.348399997	1.320700049	1.363100052	1.291399956
high heels	2.746799946	1.474699974	1.358199954	1.598899961	1.336099982
highball	1.919800043	1.537799954	1.529099941	1.658400059	1.438199997
highland	2.505199909	1.409000039	1.379899979	1.504199982	1.33099997
highlight	3.297199965	1.22510004	1.264799953	1.261600018	1.1954
highness	2.253000021	1.43840003	1.267699957	1.46420002	1.329599977
hightail	1.720399976	1.738399982	1.455000043	1.813899994	1.643399954
highway	1.796300054	1.459800005	1.393000007	1.514199972	1.381399989
hijack	1.108800054	3.046900034	3.387000084	3.218699932	2.631200075
hijacker	1.135499954	2.89109993	3.31159997	3.564800024	2.471299887
hike	3.339299917	1.261500001	1.305699944	1.322399974	1.216199994
hiking boot	1.666100025	1.319800019	1.257200003	1.313599944	1.289600015
hilarious	4.057300091	1.291399956	1.331500053	1.390799999	1.209100008
hill	1.673499942	1.239400029	1.173400044	1.23269999	1.266199946
hillside	3.061500072	1.299000025	1.328699946	1.354799986	1.252400041
hilltop	2.279799938	1.208500028	1.198899984	1.236400008	1.196799994
hilly	2.472199917	1.269099951	1.302999973	1.303200006	1.251199961
hilt	1.657099962	1.296499968	1.280799985	1.297199965	1.295600057
hind	1.566900015	1.403399944	1.522699952	1.342399955	1.344200015
hinder	1.440799952	1.537899971	1.539800048	1.425199986	1.966099977
hindsight	1.813199997	1.528499961	1.531000018	1.62590003	1.435500026
hinge	1.648699999	1.273599982	1.24849999	1.268399954	1.274799943
hint	2.746599913	1.419100046	1.341500044	1.490100026	1.310500026
hip	2.703200102	1.282999992	1.316499949	1.30340004	1.262699962
hip hop	1.648599982	1.65989995	1.445199966	1.661900043	1.599499941
hippie	1.547999978	1.314100027	1.096099973	1.253999949	1.67869997
hippo	2.201499939	1.534500003	1.445799947	1.712800026	1.415400028
hippopotamus	3.163700104	1.288200021	1.332399964	1.345299959	1.243700027
hire	3.513200045	1.322299957	1.325199962	1.434100032	1.245300055
hiss	1.45630002	1.854599953	2.112699986	2.141499996	1.563899994
historian	2.790899992	1.211599946	1.25909996	1.26849997	1.18840003
historic	2.953399897	1.308200002	1.347800016	1.369500041	1.264500022
historical	3.425699949	1.174200058	1.249600053	1.233999968	1.14349997
history	2.935899973	1.253100038	1.30340004	1.298400044	1.224599957
hit	1.407299995	2.613300085	1.895699978	2.265100002	2.101200104
hitch	1.882300019	1.462000012	1.432899952	1.525599957	1.383700013
hitchhike	1.702499986	1.804800034	1.772199988	2.254100084	1.676399946
hitchhiker	1.380100012	2.019200087	2.190299988	2.157500029	1.848899961
hitter	1.347000003	2.089900017	1.1329	1.259799957	3.197999954
HIV	1.062000036	2.804500103	4.104000092	3.181799889	2.237099886
hive	1.432999969	1.743600011	1.089900017	1.265900016	2.599299908
hoard	1.330500007	2.383899927	1.672999978	1.718899965	2.614000082
hoarse	1.41989994	1.400900006	1.28579998	1.238800049	1.984500051
hoax	1.334200025	2.512300014	1.764099956	1.852499962	2.370399952
hobbit	3.033900023	1.309800029	1.348399997	1.370399952	1.263299942
hobby	2.783400059	1.197299957	1.210999966	1.239799976	1.179999948
hobo	1.351099968	2.214600086	2.008399963	2.050899982	2.189399958
hock	1.576099992	1.422899961	1.450399995	1.381999969	1.445000052
hockey	1.908599973	1.386000037	1.361199975	1.410400033	1.33739996
hoe	1.754199982	2.019599915	1.431300044	1.876399994	1.751299977
hog	1.530699968	1.418599963	1.504899979	1.353299975	1.495399952
hogwash	1.511700034	2.567500114	1.935500026	2.527100086	1.988700032
hoist	1.787799954	1.690400004	1.670600057	1.942600012	1.583099961
hokey	2.301700115	1.463000059	1.384699941	1.561200023	1.35710001
hold	2.708499908	1.396900058	1.363499999	1.483500004	1.311300039
holder	1.636800051	1.271499991	1.258700013	1.269799948	1.275699973
holdup	1.388499975	2.03550005	2.235899925	2.509200096	1.62349999
hole	1.906900048	1.380100012	1.555400014	1.459100008	1.231999993
holiday	3.574500084	1.259600043	1.291700006	1.336500049	1.200600028
holiness	1.700299978	1.309499979	1.298599958	1.318600059	1.302700043
holistic	3.287499905	1.205800056	1.274600029	1.25759995	1.176900029
holler	1.396800041	2.128900051	1.305299997	1.440000057	2.731100082
hollow	1.591599941	1.404299974	1.416000009	1.370700002	1.401800036
holly	3.391299963	1.279299974	1.339400053	1.340199947	1.235599995
hologram	2.914599895	1.330899954	1.402999997	1.425899982	1.279399991
holographic	3.09920001	1.299600005	1.340299964	1.358500004	1.254099965
holster	1.467300057	2.414799929	2.000299931	2.608500004	2.130000114
holy	2.993200064	1.250499964	1.30340004	1.297899961	1.220700026
homage	2.035300016	1.266199946	1.251700044	1.271800041	1.257699966
hombre	1.71329999	1.418099999	1.381199956	1.424999952	1.36590004
hombres	3.108299971	1.266700029	1.355100036	1.34800005	1.230900049
home	3.913300037	1.197999954	1.281000018	1.243999958	1.167400002
homeboy	2.244199991	1.265499949	1.277400017	1.280500054	1.25909996
homecoming	3.527400017	1.216799974	1.276499987	1.277400017	1.179800034
homeland	1.929800034	1.396000028	1.33130002	1.416900039	1.330800056
homeless	1.157899976	2.360399961	2.989099979	2.556200027	2.721100092
homely	1.594200015	1.395799994	1.400599957	1.365200043	1.388000011
homemade	3.789999962	1.203699946	1.273800015	1.251600027	1.172299981
homeowner	3.352499962	1.312600017	1.276299953	1.371199965	1.222100019
homeroom	1.558300018	1.314100027	1.123600006	1.262199998	1.617699981
homesick	1.243600011	2.177599907	1.761299968	1.685099959	3.174099922
homestead	2.253799915	1.245900035	1.244799972	1.257799983	1.240200043
hometown	3.549499989	1.193899989	1.265599966	1.248299956	1.162400007
homeward	3.109899998	1.290799975	1.304700017	1.325899959	1.239899993
homework	1.283400059	2.418200016	1.679399967	1.692999959	2.919399977
homey	1.916100025	1.260100007	1.224400043	1.264199972	1.245200038
homicidal	1.153100014	2.865200043	3.100699902	3.045000076	2.646500111
homicide	1.054999948	3.293600082	3.784100056	3.416399956	2.905600071
homing	1.651600003	1.36650002	1.325000048	1.361899972	1.335100055
hominy	1.497400045	1.390300035	1.35860002	1.303599954	1.648599982
homo	1.243299961	1.970700026	2.790800095	2.016900063	1.807600021
homophobic	1.162199974	2.520499945	2.720099926	2.662100077	2.871900082
homosexual	1.630900025	1.485100031	1.513399959	1.518000007	1.432800055
homosexuality	1.82159996	1.547999978	1.706500053	1.761100054	1.436800003
honcho	1.605599999	1.288499951	1.271700025	1.27820003	1.293200016
hone	1.872300029	1.313799977	1.286000013	1.321799994	1.291000009
honest	4.288700104	1.173799992	1.290799975	1.234799981	1.145599961
honesty	3.949899912	1.197999954	1.288200021	1.238299966	1.169199944
honey	3.677999973	1.202800035	1.264600039	1.269299984	1.167299986
honeycomb	3.302599907	1.233500004	1.279800057	1.277699947	1.202000022
honeymoon	3.700700045	1.308300018	1.281999946	1.476699948	1.223399997
honk	1.636500001	1.385900021	1.328199983	1.378200054	1.344499946
honky	1.324100018	1.911000013	1.646999955	1.581599951	2.697999954
honor	3.338999987	1.315700054	1.274199963	1.373100042	1.22329998
honorable	3.894099951	1.212100029	1.2773	1.291200042	1.166800022
honorary	2.982800007	1.274099946	1.261500001	1.291100025	1.221099973
hooch	1.463600039	1.930500031	1.765300035	1.86590004	1.924100041
hood	1.633299947	1.332999945	1.321200013	1.328500032	1.326500058
hoodlum	1.520699978	1.972100019	1.871500015	2.579699993	1.80369997
hoof	1.561400056	1.347800016	1.35769999	1.310700059	1.384299994
hook	1.418300033	1.615300059	1.021999955	1.195500016	2.664000034
hooker	1.255599976	2.375299931	2.105900049	2.147099972	2.559700012
hookup	2.325700045	1.456799984	1.52699995	1.612300038	1.369099975
hooky	1.514999986	1.821099997	1.713000059	1.870300055	1.743899941
hooligan	1.162999988	2.871900082	2.63499999	2.855600119	2.316800117
hoop	3.162899971	1.212200046	1.267400026	1.257400036	1.185600042
hoopla	1.852800012	1.804499984	1.594499946	2.021699905	1.620200038
hoot	2.597100019	1.394000053	1.394500017	1.475200057	1.323600054
hooter	1.621099949	1.438199997	1.399000049	1.427700043	1.412999988
hop	2.746799946	1.277400017	1.317499995	1.315199971	1.251600027
hope	3.731899977	1.260599971	1.288800001	1.350800037	1.19509995
hopeful	3.732599974	1.228500009	1.276800036	1.305999994	1.17900002
hopeless	1.158100009	2.585099936	3.404099941	2.760799885	2.11500001
horde	1.47360003	2.15079999	1.969799995	2.493900061	2.053100109
